userId,gender,age
553,10044,10047
554,10044,10046
555,10043,10047
556,10044,10051
557,10044,10048
558,10043,10047
559,10044,10049
560,10043,10046
561,10044,10048
562,10044,10047
563,10044,10049
564,10044,10047
565,10044,10047
566,10044,10048
567,10043,10050
568,10043,10046
569,10044,10047
570,10044,10050
571,10044,10046
572,10043,10048
573,10044,10047
574,10044,10047
575,10043,10049
576,10044,10048
577,10044,10046
578,10044,10047
579,10044,10045
580,10044,10050
581,10044,10046
582,10043,10047
583,10043,10047
584,10044,10046
585,10044,10048
586,10044,10047
587,10043,10047
588,10044,10046
589,10043,10048
590,10044,10047
591,10044,10046
592,10043,10050
593,10043,10051
594,10044,10047
595,10043,10047
596,10044,10048
597,10044,10048
598,10044,10050
599,10044,10048
600,10043,10046
601,10043,10051
602,10043,10047
603,10044,10049
604,10043,10046
605,10043,10045
606,10044,10047
607,10044,10046
608,10044,10047
609,10044,10047
610,10044,10048
611,10044,10050
612,10044,10048
613,10044,10048
614,10044,10050
615,10044,10047
616,10043,10047
617,10044,10047
618,10043,10046
619,10044,10046
620,10044,10046
621,10044,10047
622,10044,10047
623,10044,10047
624,10043,10048
625,10044,10046
626,10044,10050
627,10043,10048
628,10043,10045
629,10043,10048
630,10044,10048
631,10044,10049
632,10044,10047
633,10043,10045
634,10044,10051
635,10044,10046
636,10044,10048
637,10044,10047
638,10044,10049
639,10044,10046
640,10043,10048
641,10043,10048
642,10044,10047
643,10044,10047
644,10044,10048
645,10044,10048
646,10044,10048
647,10043,10047
648,10044,10047
649,10044,10047
650,10044,10048
651,10044,10046
652,10044,10051
653,10044,10050
654,10043,10047
655,10043,10049
656,10043,10050
657,10043,10047
658,10043,10047
659,10044,10049
660,10044,10049
661,10044,10046
662,10043,10047
663,10044,10048
664,10044,10046
665,10043,10046
666,10044,10047
667,10043,10047
668,10044,10047
669,10044,10047
670,10044,10046
671,10044,10048
672,10044,10047
673,10044,10047
674,10044,10047
675,10044,10046
676,10044,10050
677,10044,10047
678,10044,10048
679,10044,10047
680,10044,10048
681,10044,10047
682,10044,10047
683,10044,10047
684,10044,10047
685,10044,10046
686,10043,10047
687,10044,10051
688,10043,10050
689,10044,10047
690,10044,10048
691,10043,10047
692,10044,10048
693,10044,10046
694,10043,10046
695,10044,10047
696,10043,10050
697,10044,10046
698,10044,10046
699,10044,10050
700,10043,10046
701,10044,10048
702,10043,10051
703,10043,10048
704,10044,10047
705,10044,10048
706,10044,10048
707,10044,10047
708,10044,10046
709,10044,10047
710,10044,10047
711,10044,10047
712,10044,10048
713,10044,10046
714,10044,10046
715,10044,10046
716,10044,10047
717,10044,10046
718,10044,10045
719,10044,10046
720,10043,10048
721,10044,10047
722,10044,10047
723,10044,10050
724,10044,10051
725,10043,10047
726,10044,10048
727,10044,10047
728,10044,10048
729,10044,10047
730,10044,10049
731,10044,10047
732,10044,10048
733,10044,10047
734,10044,10047
735,10044,10046
736,10044,10045
737,10044,10046
738,10044,10048
739,10044,10047
740,10044,10047
741,10044,10046
742,10043,10045
743,10044,10047
744,10044,10045
745,10043,10046
746,10044,10046
747,10044,10047
748,10044,10048
749,10043,10048
750,10043,10047
751,10043,10047
752,10044,10045
753,10044,10048
754,10043,10048
755,10044,10048
756,10044,10047
757,10044,10048
758,10043,10051
759,10044,10051
760,10044,10046
761,10044,10045
762,10044,10046
763,10044,10046
764,10044,10047
765,10043,10047
766,10044,10047
767,10044,10047
768,10044,10049
769,10044,10046
770,10043,10050
771,10044,10046
772,10044,10047
773,10044,10046
774,10044,10045
775,10043,10047
776,10044,10046
777,10044,10046
778,10044,10047
779,10044,10047
780,10044,10046
781,10044,10051
782,10044,10047
783,10044,10046
784,10044,10046
785,10044,10047
786,10044,10046
787,10044,10047
788,10044,10046
789,10044,10047
790,10044,10048
791,10044,10047
792,10043,10048
793,10044,10050
794,10043,10048
795,10044,10050
796,10043,10050
797,10043,10047
798,10043,10047
799,10043,10048
800,10043,10047
801,10044,10047
802,10044,10046
803,10044,10047
804,10044,10048
805,10044,10048
806,10044,10046
807,10044,10047
808,10044,10047
809,10044,10047
810,10044,10050
811,10044,10047
812,10044,10046
813,10043,10046
814,10044,10047
815,10044,10049
816,10044,10046
817,10044,10046
818,10044,10048
819,10044,10048
820,10044,10046
821,10043,10047
822,10044,10047
823,10044,10048
824,10044,10051
825,10043,10048
826,10044,10049
827,10044,10046
828,10044,10045
829,10044,10048
830,10043,10049
831,10044,10046
832,10044,10048
833,10043,10048
834,10044,10051
835,10044,10047
836,10044,10051
837,10044,10050
838,10044,10047
839,10043,10047
840,10043,10050
841,10043,10046
842,10044,10047
843,10044,10047
844,10043,10046
845,10044,10047
846,10043,10047
847,10044,10047
848,10044,10047
849,10044,10048
850,10044,10046
851,10044,10047
852,10044,10047
853,10043,10047
854,10043,10046
855,10043,10049
856,10044,10048
857,10044,10048
858,10044,10047
859,10044,10046
860,10044,10047
861,10044,10048
862,10044,10047
863,10043,10047
864,10044,10048
865,10044,10045
866,10044,10049
867,10044,10050
868,10044,10046
869,10043,10047
870,10044,10045
871,10044,10050
872,10044,10051
873,10044,10049
874,10044,10045
875,10044,10047
876,10044,10047
877,10044,10046
878,10044,10049
879,10044,10048
880,10044,10046
881,10044,10046
882,10043,10048
883,10044,10045
884,10044,10048
885,10043,10051
886,10043,10051
887,10043,10045
888,10044,10049
889,10044,10046
890,10044,10047
891,10044,10048
892,10043,10050
893,10044,10046
894,10044,10050
895,10044,10046
896,10044,10047
897,10044,10047
898,10043,10047
899,10043,10051
900,10043,10051
901,10044,10051
902,10044,10051
903,10044,10048
904,10043,10049
905,10044,10045
906,10043,10049
907,10043,10050
908,10044,10049
909,10043,10050
910,10044,10050
911,10043,10048
912,10044,10047
913,10043,10048
914,10044,10047
915,10043,10047
916,10044,10050
917,10043,10049
918,10043,10048
919,10044,10046
920,10044,10047
921,10044,10051
922,10044,10047
923,10044,10050
924,10043,10048
925,10044,10045
926,10043,10047
927,10043,10051
928,10044,10047
929,10044,10047
930,10043,10051
931,10043,10048
932,10044,10049
933,10043,10048
934,10044,10048
935,10044,10046
936,10044,10047
937,10043,10047
938,10043,10047
939,10044,10045
940,10044,10046
941,10043,10050
942,10043,10049
943,10044,10048
944,10044,10049
945,10044,10048
946,10044,10046
947,10044,10051
948,10044,10050
949,10044,10048
950,10044,10049
951,10044,10051
952,10044,10050
953,10043,10047
954,10043,10050
955,10044,10048
956,10044,10048
957,10044,10048
958,10044,10050
959,10044,10045
960,10044,10046
961,10043,10047
962,10044,10047
963,10044,10047
964,10044,10051
965,10044,10051
966,10043,10046
967,10044,10050
968,10043,10047
969,10044,10047
970,10044,10047
971,10044,10049
972,10043,10047
973,10044,10048
974,10044,10048
975,10044,10048
976,10044,10047
977,10044,10046
978,10044,10045
979,10044,10047
980,10044,10047
981,10043,10047
982,10043,10047
983,10044,10050
984,10044,10047
985,10043,10051
986,10043,10048
987,10044,10050
988,10044,10050
989,10044,10046
990,10043,10047
991,10043,10048
992,10044,10047
993,10044,10046
994,10043,10046
995,10044,10047
996,10044,10045
997,10044,10049
998,10044,10047
999,10043,10047
1000,10044,10047
1001,10044,10050
1002,10044,10047
1003,10044,10047
1004,10044,10048
1005,10044,10046
1006,10044,10050
1007,10044,10048
1008,10044,10050
1009,10044,10047
1010,10044,10047
1011,10043,10048
1012,10044,10051
1013,10043,10049
1014,10044,10048
1015,10044,10051
1016,10044,10048
1017,10044,10046
1018,10044,10048
1019,10044,10046
1020,10044,10048
1021,10044,10047
1022,10044,10051
1023,10043,10048
1024,10044,10047
1025,10043,10049
1026,10044,10046
1027,10043,10049
1028,10044,10047
1029,10044,10047
1030,10044,10048
1031,10044,10050
1032,10044,10047
1033,10043,10048
1034,10044,10046
1035,10044,10048
1036,10044,10049
1037,10043,10051
1038,10043,10048
1039,10044,10047
1040,10044,10049
1041,10044,10048
1042,10043,10050
1043,10044,10047
1044,10043,10045
1045,10044,10051
1046,10044,10046
1047,10044,10048
1048,10044,10049
1049,10044,10047
1050,10043,10047
1051,10043,10048
1052,10044,10048
1053,10044,10045
1054,10044,10048
1055,10044,10045
1056,10044,10049
1057,10044,10047
1058,10043,10047
1059,10044,10046
1060,10044,10049
1061,10044,10050
1062,10044,10048
1063,10044,10047
1064,10043,10047
1065,10044,10049
1066,10044,10048
1067,10043,10046
1068,10044,10047
1069,10043,10049
1070,10044,10050
1071,10043,10048
1072,10043,10047
1073,10044,10049
1074,10043,10047
1075,10043,10047
1076,10044,10047
1077,10043,10049
1078,10044,10047
1079,10044,10051
1080,10044,10046
1081,10044,10049
1082,10044,10051
1083,10044,10045
1084,10044,10047
1085,10044,10046
1086,10044,10047
1087,10043,10045
1088,10044,10048
1089,10044,10047
1090,10044,10046
1091,10043,10046
1092,10044,10050
1093,10043,10046
1094,10043,10051
1095,10044,10045
1096,10044,10046
1097,10044,10048
1098,10044,10047
1099,10044,10047
1100,10044,10048
1101,10044,10046
1102,10043,10049
1103,10044,10048
1104,10044,10048
1105,10044,10046
1106,10043,10050
1107,10044,10051
1108,10044,10046
1109,10043,10051
1110,10043,10050
1111,10044,10046
1112,10044,10046
1113,10043,10046
1114,10043,10047
1115,10044,10047
1116,10044,10046
1117,10044,10050
1118,10044,10048
1119,10044,10046
1120,10044,10051
1121,10044,10051
1122,10044,10050
1123,10044,10047
1124,10043,10046
1125,10044,10051
1126,10044,10047
1127,10044,10047
1128,10044,10048
1129,10044,10046
1130,10044,10051
1131,10044,10046
1132,10044,10046
1133,10044,10046
1134,10044,10050
1135,10043,10048
1136,10044,10046
1137,10044,10046
1138,10044,10047
1139,10043,10049
1140,10043,10047
1141,10044,10046
1142,10044,10050
1143,10044,10047
1144,10044,10050
1145,10043,10046
1146,10044,10047
1147,10044,10048
1148,10044,10047
1149,10043,10047
1150,10044,10047
1151,10044,10046
1152,10044,10046
1153,10043,10045
1154,10044,10047
1155,10043,10050
1156,10044,10049
1157,10043,10048
1158,10044,10046
1159,10044,10046
1160,10044,10047
1161,10043,10048
1162,10044,10045
1163,10043,10047
1164,10044,10047
1165,10044,10051
1166,10043,10050
1167,10043,10047
1168,10044,10047
1169,10044,10051
1170,10044,10049
1171,10043,10047
1172,10043,10047
1173,10043,10046
1174,10043,10047
1175,10044,10051
1176,10043,10047
1177,10044,10051
1178,10044,10050
1179,10043,10050
1180,10044,10048
1181,10044,10045
1182,10044,10048
1183,10043,10047
1184,10043,10048
1185,10044,10046
1186,10043,10045
1187,10044,10049
1188,10044,10047
1189,10044,10049
1190,10043,10048
1191,10044,10050
1192,10044,10047
1193,10043,10047
1194,10043,10045
1195,10043,10046
1196,10044,10048
1197,10044,10045
1198,10044,10050
1199,10044,10045
1200,10044,10046
1201,10044,10048
1202,10043,10047
1203,10044,10047
1204,10043,10051
1205,10043,10050
1206,10044,10050
1207,10044,10047
1208,10044,10048
1209,10044,10047
1210,10044,10046
1211,10043,10050
1212,10044,10050
1213,10044,10051
1214,10044,10048
1215,10044,10047
1216,10044,10047
1217,10044,10051
1218,10044,10047
1219,10044,10045
1220,10044,10046
1221,10044,10048
1222,10044,10047
1223,10044,10050
1224,10044,10049
1225,10044,10046
1226,10044,10050
1227,10044,10047
1228,10043,10047
1229,10044,10047
1230,10044,10047
1231,10043,10046
1232,10043,10049
1233,10044,10046
1234,10043,10047
1235,10043,10047
1236,10044,10046
1237,10043,10048
1238,10043,10047
1239,10043,10046
1240,10044,10045
1241,10043,10048
1242,10044,10048
1243,10044,10047
1244,10044,10047
1245,10044,10046
1246,10044,10048
1247,10043,10048
1248,10044,10048
1249,10044,10050
1250,10044,10047
1251,10044,10051
1252,10043,10048
1253,10043,10046
1254,10044,10047
1255,10044,10047
1256,10043,10046
1257,10044,10049
1258,10044,10048
1259,10044,10047
1260,10044,10046
1261,10044,10047
1262,10044,10045
1263,10044,10047
1264,10043,10046
1265,10044,10047
1266,10044,10047
1267,10044,10050
1268,10043,10051
1269,10044,10047
1270,10043,10049
1271,10044,10046
1272,10044,10048
1273,10044,10049
1274,10044,10050
1275,10044,10048
1276,10043,10046
1277,10044,10046
1278,10044,10048
1279,10044,10045
1280,10044,10047
1281,10044,10050
1282,10043,10046
1283,10044,10049
1284,10044,10048
1285,10044,10048
1286,10043,10050
1287,10043,10048
1288,10044,10049
1289,10044,10048
1290,10043,10048
1291,10044,10047
1292,10044,10047
1293,10043,10050
1294,10043,10048
1295,10044,10045
1296,10044,10047
1297,10044,10048
1298,10044,10047
1299,10044,10045
1300,10043,10047
1301,10044,10046
1302,10044,10047
1303,10044,10047
1304,10044,10049
1305,10044,10047
1306,10044,10051
1307,10044,10045
1308,10044,10047
1309,10044,10049
1310,10044,10046
1311,10044,10047
1312,10044,10046
1313,10043,10046
1314,10044,10048
1315,10044,10050
1316,10044,10049
1317,10044,10046
1318,10043,10047
1319,10044,10047
1320,10043,10047
1321,10044,10051
1322,10043,10048
1323,10044,10048
1324,10044,10047
1325,10043,10047
1326,10044,10045
1327,10044,10048
1328,10044,10046
1329,10044,10051
1330,10044,10049
1331,10044,10047
1332,10044,10047
1333,10044,10050
1334,10044,10048
1335,10043,10050
1336,10044,10051
1337,10044,10047
1338,10044,10048
1339,10044,10047
1340,10044,10046
1341,10044,10048
1342,10044,10048
1343,10043,10047
1344,10043,10047
1345,10044,10048
1346,10043,10046
1347,10043,10045
1348,10044,10050
1349,10043,10048
1350,10043,10047
1351,10044,10048
1352,10044,10045
1353,10043,10047
1354,10043,10049
1355,10043,10046
1356,10044,10049
1357,10044,10048
1358,10044,10048
1359,10044,10047
1360,10043,10047
1361,10044,10048
1362,10044,10050
1363,10043,10049
1364,10043,10045
1365,10044,10045
1366,10044,10047
1367,10043,10047
1368,10044,10047
1369,10044,10048
1370,10043,10050
1371,10044,10045
1372,10043,10047
1373,10044,10050
1374,10043,10049
1375,10043,10049
1376,10044,10048
1377,10043,10049
1378,10043,10051
1379,10044,10045
1380,10044,10046
1381,10043,10049
1382,10043,10047
1383,10044,10046
1384,10043,10047
1385,10043,10047
1386,10043,10050
1387,10044,10051
1388,10044,10047
1389,10044,10048
1390,10044,10048
1391,10044,10049
1392,10044,10046
1393,10043,10047
1394,10044,10047
1395,10043,10047
1396,10044,10048
1397,10043,10051
1398,10044,10046
1399,10044,10047
1400,10043,10046
1401,10044,10046
1402,10043,10047
1403,10044,10050
1404,10044,10051
1405,10044,10047
1406,10043,10048
1407,10044,10047
1408,10044,10046
1409,10044,10050
1410,10044,10048
1411,10044,10047
1412,10044,10046
1413,10044,10046
1414,10044,10049
1415,10044,10047
1416,10044,10048
1417,10044,10046
1418,10043,10047
1419,10044,10046
1420,10043,10045
1421,10044,10048
1422,10044,10047
1423,10044,10048
1424,10044,10045
1425,10044,10046
1426,10044,10047
1427,10043,10049
1428,10043,10048
1429,10044,10046
1430,10044,10051
1431,10044,10048
1432,10043,10046
1433,10043,10045
1434,10044,10047
1435,10043,10050
1436,10044,10050
1437,10044,10046
1438,10044,10048
1439,10044,10048
1440,10044,10048
1441,10044,10046
1442,10044,10048
1443,10043,10047
1444,10044,10047
1445,10044,10048
1446,10044,10046
1447,10043,10047
1448,10044,10048
1449,10044,10046
1450,10044,10048
1451,10043,10051
1452,10044,10047
1453,10044,10046
1454,10043,10049
1455,10044,10047
1456,10044,10047
1457,10044,10045
1458,10043,10047
1459,10043,10046
1460,10043,10049
1461,10044,10048
1462,10044,10050
1463,10044,10048
1464,10044,10050
1465,10044,10046
1466,10044,10047
1467,10044,10045
1468,10044,10051
1469,10044,10046
1470,10044,10047
1471,10044,10047
1472,10044,10047
1473,10044,10047
1474,10043,10047
1475,10043,10046
1476,10043,10049
1477,10044,10045
1478,10043,10050
1479,10044,10047
1480,10044,10048
1481,10044,10047
1482,10044,10046
1483,10044,10047
1484,10043,10047
1485,10044,10047
1486,10044,10048
1487,10044,10047
1488,10043,10048
1489,10044,10050
1490,10044,10046
1491,10044,10047
1492,10043,10047
1493,10044,10047
1494,10044,10046
1495,10044,10047
1496,10044,10050
1497,10044,10046
1498,10044,10045
1499,10044,10047
1500,10044,10047
1501,10044,10046
1502,10044,10047
1503,10044,10046
1504,10044,10050
1505,10044,10047
1506,10044,10048
1507,10043,10045
1508,10044,10045
1509,10043,10047
1510,10044,10048
1511,10044,10047
1512,10043,10048
1513,10044,10046
1514,10044,10047
1515,10043,10047
1516,10044,10046
1517,10044,10047
1518,10044,10046
1519,10044,10047
1520,10043,10047
1521,10044,10048
1522,10044,10047
1523,10044,10046
1524,10043,10047
1525,10044,10051
1526,10044,10046
1527,10044,10047
1528,10044,10046
1529,10044,10047
1530,10044,10049
1531,10044,10046
1532,10044,10049
1533,10044,10050
1534,10043,10046
1535,10043,10048
1536,10044,10046
1537,10044,10047
1538,10044,10047
1539,10044,10049
1540,10044,10051
1541,10044,10046
1542,10044,10047
1543,10044,10047
1544,10044,10047
1545,10044,10047
1546,10044,10051
1547,10044,10048
1548,10044,10048
1549,10044,10046
1550,10044,10047
1551,10044,10049
1552,10043,10047
1553,10043,10048
1554,10043,10046
1555,10044,10046
1556,10043,10046
1557,10044,10046
1558,10044,10048
1559,10043,10047
1560,10043,10046
1561,10044,10046
1562,10043,10045
1563,10044,10050
1564,10044,10049
1565,10044,10048
1566,10044,10047
1567,10043,10045
1568,10043,10051
1569,10044,10046
1570,10044,10047
1571,10043,10047
1572,10044,10045
1573,10044,10047
1574,10043,10050
1575,10043,10049
1576,10044,10051
1577,10044,10046
1578,10044,10047
1579,10043,10046
1580,10043,10046
1581,10044,10046
1582,10044,10048
1583,10044,10047
1584,10044,10051
1585,10044,10049
1586,10043,10047
1587,10044,10047
1588,10044,10047
1589,10044,10048
1590,10044,10050
1591,10044,10048
1592,10044,10047
1593,10043,10048
1594,10044,10048
1595,10043,10046
1596,10044,10047
1597,10044,10048
1598,10044,10047
1599,10044,10048
1600,10044,10047
1601,10043,10047
1602,10043,10047
1603,10044,10047
1604,10043,10046
1605,10043,10048
1606,10044,10049
1607,10044,10047
1608,10043,10048
1609,10044,10047
1610,10044,10047
1611,10044,10047
1612,10044,10046
1613,10044,10048
1614,10043,10049
1615,10044,10047
1616,10044,10047
1617,10044,10050
1618,10044,10050
1619,10044,10047
1620,10044,10047
1621,10044,10046
1622,10044,10050
1623,10044,10047
1624,10044,10049
1625,10044,10046
1626,10044,10046
1627,10044,10046
1628,10044,10046
1629,10044,10049
1630,10043,10050
1631,10044,10047
1632,10043,10049
1633,10043,10051
1634,10044,10047
1635,10043,10047
1636,10044,10051
1637,10043,10046
1638,10044,10047
1639,10044,10048
1640,10044,10047
1641,10044,10050
1642,10044,10049
1643,10044,10046
1644,10043,10046
1645,10044,10047
1646,10044,10046
1647,10044,10050
1648,10044,10046
1649,10044,10047
1650,10044,10047
1651,10044,10047
1652,10044,10046
1653,10043,10049
1654,10044,10046
1655,10044,10047
1656,10043,10049
1657,10043,10048
1658,10043,10046
1659,10043,10047
1660,10044,10048
1661,10044,10047
1662,10044,10046
1663,10043,10046
